"claim_text","immigration","healthcare","crime","economy","education","legal_political","elections","foreign_policy","verdict","speaker"
"The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.",0,0,1,1,0,0,0,0,"Mostly True","robin-vos"
"Weve now gained private sector jobs 12 months in a row.",0,0,0,1,0,0,0,0,"Mostly True","tim-kaine"
"George Bush sent people to war without body armor.",0,0,0,0,0,0,0,1,"Mostly True","hillary-clinton"
"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",0,0,0,1,0,0,0,0,"Mostly True","united-fair-economy"
"Hitler abolished unions and thats what Wisconsin Gov. Scott Walker is doing today.",0,0,0,1,0,0,0,0,"False","lena-taylor"
"Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.",0,0,0,0,0,0,0,1,"False","rush-limbaugh"
"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""",0,1,0,0,0,0,0,0,"False","michele-bachmann"
"Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.",0,0,0,0,0,1,0,0,"Mixed","rush-limbaugh"
"We actually have not required in this law that you carry health insurance.",0,1,0,0,0,0,0,0,"Mostly False","debbie-wasserman-schultz"
"States still face a mandate to expand Medicaid coverage under President Obamas health care reform law.",0,1,0,0,0,0,0,0,"False","bob-mcdonnell"
"SaysTom Cotton voted against preparing America for pandemics like Ebola.",0,1,0,0,0,0,0,0,"Mostly False","mark-pryor"
"Since President Obama took full control of Washington every single day, more than 1,500 of our jobs have been lost.",0,0,0,1,0,0,0,0,"Mostly False","national-republican-congressional-committee"
"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",0,1,0,0,0,0,0,0,"False","facebook-posts"
"The DREAM Act was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadnt changed. ... The only thing that had changed was politics.",1,0,0,0,0,0,0,0,"Mostly True","barack-obama"
"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.",0,0,0,1,1,0,0,0,"Mixed","kathy-castor"
"Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out.",0,0,0,1,0,0,0,0,"Mostly False","national-republican-congressional-committee"
"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.",0,0,0,0,0,1,0,0,"False","chain-email"
"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.",0,0,0,1,0,0,0,0,"False","tim-pawlenty"
"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",0,0,0,0,1,0,0,0,"Mostly True","erika-sanzi"
"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",0,0,0,0,0,0,0,1,"False","keith-olbermann"
"Says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the Japanese quail.",0,1,1,1,0,0,0,0,"Mostly True","mark-neumann"
"On the Cuba embargo.",0,0,0,1,0,0,0,1,"False","hillary-clinton"
"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.",0,0,0,1,1,0,0,0,"False","hillary-clinton"
"Obamas position on nuclear arms is a march toward global zero.",0,0,0,0,0,0,0,1,"Mostly True","jon-kyl"
"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.",1,0,0,0,0,0,0,0,"Mostly True","lamar-smith"
"The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison",1,0,1,0,0,0,0,0,"Mostly False","chris-larson"
"Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.",0,0,0,0,0,0,1,0,"False","blog-posting"
"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",0,0,0,1,0,0,0,0,"False","scott-walker"
"President Obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.",0,0,0,1,0,0,0,0,"Mostly True","jim-jordan"
"The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.",0,0,0,1,0,0,0,0,"True","bobby-scott"
"As Florida secretary of state, Kurt Browning allowed 1,800 illegal voters to register in Florida.",1,0,0,0,0,0,1,0,"False","heather-fiorentino"
"The only budget Ted Cruz ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.",0,0,0,1,0,0,0,1,"Mostly False","marco-rubio"
"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",0,0,0,0,1,0,0,0,"False","john-edwards"
"Based on the August 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job.",0,0,0,1,0,0,0,0,"Mostly True","paul-ryan"
"On repealing the 17th Amendment",0,0,0,0,0,0,1,0,"False","dan-patrick"
"More than 90 percent of the gains have gone to the top 1 percent.",0,0,0,1,0,0,0,0,"Mixed","hillary-clinton"
"An aide acted on his own and was not representing the Thompson campaign when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.",0,0,0,0,0,0,1,0,"False","tommy-thompson"
"On immigration, what reports say President Barack Obama plans to do is roughly on the same scale as what President George H.W. Bush did.",1,0,0,0,0,0,0,0,"Mostly True","rachel-maddow"
"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.",1,0,1,0,0,0,0,0,"Mixed","donald-trump"
"That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.",0,0,0,1,0,0,0,0,"Mixed","rush-limbaugh"
"Were $15 trillion now in debt, with a president thats racked up as much debt as almost all of the other presidents combined.",0,0,0,1,0,0,0,0,"Mostly False","mitt-romney"
"Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.",0,0,0,1,0,0,0,0,"True","sherrod-brown"
"In the New York 9th District, there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats -- and its nothing more than that.",0,0,0,0,0,0,1,0,"Mostly False","debbie-wasserman-schultz"
"A government shutdown could disrupt ... veterans benefits.",0,0,0,1,0,0,0,1,"True","debbie-stabenow"
"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",0,1,0,0,0,0,0,0,"True","helen-glover"
"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",0,0,0,0,1,0,0,0,"Mixed","jim-kenney"
"Last year it was discovered that Rhode Islands public employees ranked 4th in average pay, while the private sector ranked 23rd.",0,0,0,1,0,0,0,0,"Mixed","travis-rowley"
"Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.",1,0,0,0,0,0,0,0,"Mostly False","pete-gallego"
"Says state workers have not had across-the-board raises in six years.",0,0,0,1,0,0,0,0,"True","michelle-rehwinkel-vasilinda"
"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.",0,0,0,1,0,0,0,0,"True","gerry-connolly"
"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",0,1,0,0,0,0,0,0,"True","sarah-silverman"
"Says Bernie Sanders health care plan would empower Republicangovernors to take away Medicaid,to take away health insurance for low-income and middle-income working Americans.",0,1,0,0,0,0,0,0,"Mostly False","chelsea-clinton"
"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",0,1,0,0,0,0,0,0,"False","jason-chaffetz"
"A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.",0,1,1,0,0,0,0,0,"Mixed","dont-let-florida-go-pot"
"Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.",1,0,1,1,0,0,0,0,"Mostly False","steve-king"
"Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.",0,1,0,0,0,0,0,0,"True","j-james-rohack"
"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.",0,0,0,1,0,0,0,0,"True","john-wisniewski"
"In Chile they have 72 percent of the GDP in savings.",0,0,0,1,0,0,0,0,"Mixed","newt-gingrich"
"There are 850,000 Ohio jobs tied to the auto industry.",0,0,0,1,0,0,1,0,"True","ohio-democratic-party"
"The Mexican government forces many bad people into our country.",1,0,0,0,0,0,0,1,"False","donald-trump"
"A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.",0,0,1,0,0,1,0,0,"Mixed","danny-porter"
"Since 1999, all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade.",0,0,0,1,1,0,0,0,"Mostly True","virginia-lottery"
"Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.",0,0,0,1,0,1,0,0,"Mostly True","barbara-boxer"
"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",0,0,0,0,0,0,1,0,"False","john-wisniewski"
"Sixty-percent of the state retirees...dont get Social Security.",1,0,1,1,0,0,0,0,"False","kathleen-connell"
"Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.",0,1,0,0,0,0,0,0,"False","blog-posting"
"If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.",0,0,1,0,0,0,0,0,"True","george-turner"
"Says the 2010-11 New Hampshire budget ended with an $18 million surplus, while the Republican-led 2012-13 budget has a $40 million deficit.",0,0,0,1,0,0,0,0,"Mostly True","new-hampshire-democratic-party"
"Says Barack Obama was silent on Iran when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred.",0,0,0,0,0,0,0,1,"Mostly False","mitt-romney"
"No candidate has run more negative ads in American history than Barack Obama did in 2008, especially in the general.",0,0,0,0,0,0,1,0,"Mostly True","marco-rubio"
"Inner-city crime is reaching record levels.",1,0,1,0,0,0,0,0,"False","donald-trump"
"The right-to-work states have much lower level of unemployment than the union states do.",0,0,0,1,0,0,0,0,"Mostly True","bill-oreilly"
"Millions could lose their health care coverage and be forced into a government pool under the new health care law.",0,1,0,0,0,0,0,0,"False","crossroads-gps"
"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.",1,1,1,0,0,1,0,0,"True","facebook-posts"
"Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.",0,0,1,0,0,0,0,0,"False","jeff-kottkamp"
"Our unemployment rate has been higher than 8 percent for more than two-and-a-half years, far above what the Obama Administration promised with the stimulus.",0,0,0,1,0,0,0,0,"Mostly False","john-boehner"
"State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal.",0,0,1,0,0,0,0,0,"True","kasim-reed"
"Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.",1,0,0,0,0,0,0,0,"False","david-dewhurst"
"Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.",0,0,0,1,0,0,0,0,"Mostly True","barbara-buono"
"Thanks to our reforms, the average family will have an extra $322 to spend.",0,0,0,1,0,0,0,0,"Mostly True","scott-walker"
"Measles is one of the most common causes of child blindness worldwide.",0,1,0,0,0,0,0,0,"True","celine-gounder"
"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",0,0,0,1,0,0,0,0,"True","sarah-palin"
